Unnamed: 0,speakerid,speech_id,lastname,firstname,chamber,state,gender,party,district,nonvoting,date,DOB,yob,year,age,procedural_prob,cluster_15,cluster_2,cluster_1,cluster_4,cluster_12,cluster_0,cluster_9,cluster_5,cluster_14,cluster_8,cluster_10,cluster_17,cluster_3,cluster_11,cluster_7,cluster_6,cluster_13,cluster_16,cluster_15_p,cluster_2_p,cluster_1_p,cluster_4_p,cluster_12_p,cluster_0_p,cluster_9_p,cluster_5_p,cluster_14_p,cluster_8_p,cluster_10_p,cluster_17_p,cluster_3_p,cluster_11_p,cluster_7_p,cluster_6_p,cluster_13_p,cluster_16_p,n
35619,93102121,930063950,CURTIS,CARL,S,NE,M,R,,voting,19730618,1905-03-15,1905,1973,68,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
36474,93107681,930065219,CRANSTON,ALAN,S,CA,M,D,,voting,19730619,1914-06-19,1914,1973,59,0.0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
36708,93113601,930065577,DOMENICI,PETE,S,NM,M,R,,voting,19730619,1932-05-07,1932,1973,41,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
36715,93107681,930065592,CRANSTON,ALAN,S,CA,M,D,,voting,19730619,1914-06-19,1914,1973,59,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
37194,93104251,930066409,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730620,1911-05-27,1911,1973,62,0.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
37225,93103151,930066454,CHURCH,FRANK,S,ID,M,D,,voting,19730620,1924-07-25,1924,1973,49,0.0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9444444444444444,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
37613,93109060,930066935,GAYDOS,JOSEPH,H,PA,M,D,20.0,voting,19730620,1926-07-03,1926,1973,47,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
38299,93108290,930068055,HAWKINS,AUGUSTUS,H,CA,M,D,21.0,voting,19730621,1907-08-31,1907,1973,66,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
38794,93103210,930069045,DOWNING,THOMAS,H,VA,M,D,1.0,voting,19730622,1919-02-01,1919,1973,54,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
39638,93103621,930070357,NELSON,GAYLORD,S,WI,M,D,,voting,19730625,1916-06-04,1916,1973,57,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
40287,93104290,930071275,KOCH,EDWARD,H,NY,M,D,18.0,voting,19730625,1924-12-12,1924,1973,49,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
246967,93101811,930072201,SCOTT,HUGH,S,PA,M,R,,voting,19730626,1900-11-11,1900,1973,73,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
42216,93111970,930074577,MCDADE,JOSEPH,H,PA,M,R,10.0,voting,19730627,1931-09-29,1931,1973,42,0.0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
42514,93105301,930075146,PERCY,CHARLES,S,IL,M,R,,voting,19730628,1919-09-27,1919,1973,54,0.0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
43643,93103151,930076792,CHURCH,FRANK,S,ID,M,D,,voting,19730629,1924-07-25,1924,1973,49,0.0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
43848,93113881,930077139,STEVENS,TED,S,AK,M,R,,voting,19730629,1923-11-18,1923,1973,50,0.0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
45234,93113601,930079420,DOMENICI,PETE,S,NM,M,R,,voting,19730630,1932-05-07,1932,1973,41,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
45721,93102611,930080511,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730710,1915-02-20,1915,1973,58,0.0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8928571428571429,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
247373,93101811,930080529,SCOTT,HUGH,S,PA,M,R,,voting,19730710,1900-11-11,1900,1973,73,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
46318,93104320,930081415,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19730710,1926-07-26,1926,1973,47,0.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
47005,93103271,930082418,GRAVEL,MAURICE,S,AK,M,D,,voting,19730711,1930-05-13,1930,1973,43,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
47993,93102200,930083930,DULSKI,THADDEUS,H,NY,M,D,37.0,voting,19730712,1915-09-27,1915,1973,58,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
48144,93104580,930084165,SIKES,ROBERT,H,FL,M,D,1.0,voting,19730712,1906-06-03,1906,1973,67,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
48428,93115351,930084662,BIDEN,JOSEPH,S,DE,M,D,,voting,19730713,1942-11-20,1942,1973,31,0.0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
48438,93104251,930084674,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730713,1911-05-27,1911,1973,62,0.0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
48791,93104251,930085282,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730714,1911-05-27,1911,1973,62,0.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
48796,93104251,930085291,HUMPHREY,HUBERT,S,MN,M,D,,voting,19730714,1911-05-27,1911,1973,62,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
48797,93105301,930085292,PERCY,CHARLES,S,IL,M,R,,voting,19730714,1919-09-27,1919,1973,54,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
49290,93106761,930086185,JACKSON,HENRY,S,WA,M,D,,voting,19730716,1912-05-31,1912,1973,61,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
49798,93113881,930086957,STEVENS,TED,S,AK,M,R,,voting,19730717,1923-11-18,1923,1973,50,4.1276104729145666e-08,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
49923,93103561,930087131,MCGOVERN,GEORGE,S,SD,M,D,,voting,19730717,1922-07-19,1922,1973,51,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
50147,93101881,930087686,TUNNEY,JOHN,S,CA,M,D,,voting,19730718,1934-06-26,1934,1973,39,0.0,1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0.9310344827586207,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
50197,93103451,930087785,JAVITS,JACOB,S,NY,M,R,,voting,19730718,1904-05-18,1904,1973,69,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
51027,93104390,930089017,MILFORD,DALE,H,TX,M,D,24.0,voting,19730718,1926-02-18,1926,1973,47,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
247936,93101811,930091856,SCOTT,HUGH,S,PA,M,R,,voting,19730723,1900-11-11,1900,1973,73,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
52618,93101881,930091877,TUNNEY,JOHN,S,CA,M,D,,voting,19730723,1934-06-26,1934,1973,39,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
52817,93107681,930092168,CRANSTON,ALAN,S,CA,M,D,,voting,19730723,1914-06-19,1914,1973,59,0.0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
233713,93106241,930092253,MATHIAS,CHARLES,S,MD,M,R,,voting,19730723,1922-07-24,1922,1973,51,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
248009,93103990,930092846,BURKE,JAMES,H,MA,M,D,11.0,voting,19730723,1910-03-30,1910,1973,63,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
54503,93103691,930095027,RIBICOFF,ABRAHAM,S,CT,M,D,,voting,19730726,1910-04-09,1910,1973,63,0.0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
56467,93109621,930097902,PELL,CLAIBORNE,S,RI,M,D,,voting,19730727,1918-11-22,1918,1973,55,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
56487,93100421,930098012,BIBLE,ALAN,S,NV,M,D,,voting,19730728,1909-11-20,1909,1973,64,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
56502,93101091,930098051,BEALL,JOHN,S,MD,M,R,,voting,19730728,1927-06-19,1927,1973,46,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
57616,93104320,930099756,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19730730,1926-07-26,1926,1973,47,0.0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
57655,93111410,930099824,MONTGOMERY,GILLESPIE,H,MS,M,D,3.0,voting,19730730,1920-08-05,1920,1973,53,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
57993,93106761,930100423,JACKSON,HENRY,S,WA,M,D,,voting,19730731,1912-05-31,1912,1973,61,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
58029,93106761,930100471,JACKSON,HENRY,S,WA,M,D,,voting,19730731,1912-05-31,1912,1973,61,0.1829671865580832,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
58224,93104320,930100779,LEGGETT,ROBERT,H,CA,M,D,4.0,voting,19730731,1926-07-26,1926,1973,47,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
59134,93106921,930102164,PROXMIRE,WILLIAM,S,WI,M,D,,voting,19730801,1915-11-11,1915,1973,58,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
59292,93102190,930102452,DORN,WILLIAM,H,SC,M,D,3.0,voting,19730801,1916-04-14,1916,1973,57,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
59775,93105670,930103130,BINGHAM,JONATHAN,H,NY,M,D,22.0,voting,19730801,1914-04-24,1914,1973,59,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
60270,93105370,930104102,SEBELIUS,KEITH,H,KS,M,R,1.0,voting,19730802,1916-09-10,1916,1973,57,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
60978,93102691,930105239,PEARSON,JAMES,S,KS,M,R,,voting,19730803,1920-05-07,1920,1973,53,0.0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
61035,93106761,930105324,JACKSON,HENRY,S,WA,M,D,,voting,19730803,1912-05-31,1912,1973,61,0.0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
61138,93102611,930105486,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730803,1915-02-20,1915,1973,58,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
61155,93101881,930105528,TUNNEY,JOHN,S,CA,M,D,,voting,19730803,1934-06-26,1934,1973,39,0.0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
61607,93104350,930106287,MCFALL,JOHN,H,CA,M,D,15.0,voting,19730803,1918-02-20,1918,1973,55,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
62934,93105810,930108698,COTTER,WILLIAM,H,CT,M,D,1.0,voting,19730906,1926-07-18,1926,1973,47,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
63648,93103541,930110131,MAGNUSON,WARREN,S,WA,M,D,,voting,19730911,1905-04-12,1905,1973,68,0.0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
64927,93106761,930112353,JACKSON,HENRY,S,WA,M,D,,voting,19730913,1912-05-31,1912,1973,61,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
65914,93108071,930114122,BENTSEN,LLOYD,S,TX,M,D,,voting,19730918,1921-02-11,1921,1973,52,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
67259,93114941,930116277,KENNEDY,EDWARD,S,MA,M,D,,voting,19730919,1932-02-22,1932,1973,41,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
67520,93109271,930116801,JOHNSTON,JOHN,S,LA,M,D,,voting,19730920,1932-06-10,1932,1973,41,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
68033,93103151,930117503,CHURCH,FRANK,S,ID,M,D,,voting,19730920,1924-07-25,1924,1973,49,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
68658,93102611,930118873,MCINTYRE,THOMAS,S,NH,M,D,,voting,19730924,1915-02-20,1915,1973,58,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
69383,93106761,930120197,JACKSON,HENRY,S,WA,M,D,,voting,19730925,1912-05-31,1912,1973,61,0.0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
69746,93102470,930120787,HUDNUT,WILLIAM,H,IN,M,R,11.0,voting,19730925,1932-10-17,1932,1973,41,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
69998,93104140,930121186,EILBERG,JOSHUA,H,PA,M,D,4.0,voting,19730926,1921-02-12,1921,1973,52,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
71770,93111560,930124161,STUDDS,GERRY,H,MA,M,D,12.0,voting,19731001,1937-05-12,1937,1973,36,0.0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
71955,93104800,930124411,ASHLEY,THOMAS,H,OH,M,D,9.0,voting,19731001,1923-01-11,1923,1973,50,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
71956,93104290,930124412,KOCH,EDWARD,H,NY,M,D,18.0,voting,19731001,1924-12-12,1924,1973,49,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
72009,93102611,930124527,MCINTYRE,THOMAS,S,NH,M,D,,voting,19731001,1915-02-20,1915,1973,58,0.0,23,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8214285714285714,0.03571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
72663,93102910,930125581,TIERNAN,ROBERT,H,RI,M,D,2.0,voting,19731002,1929-02-24,1929,1973,44,0.0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
72779,93105370,930125732,SEBELIUS,KEITH,H,KS,M,R,1.0,voting,19731002,1916-09-10,1916,1973,57,0.0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
72907,93116401,930125905,INOUYE,DANIEL,S,HI,M,D,,voting,19731002,1924-09-07,1924,1973,49,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
220794,93114621,930126628,BYRD,ROBERT,S,WV,M,D,,voting,19731002,1917-11-20,1917,1973,56,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
74359,93112201,930128225,THURMOND,J.,S,SC,M,R,,voting,19731004,1902-12-05,1902,1973,71,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
235389,93104811,930130310,BAKER,HOWARD,S,TN,M,R,,voting,19731009,1925-11-15,1925,1973,48,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
